scenario_id,scenario_type,source_a_transaction_id,source_b_transaction_id,source_a_line_id,source_b_line_id,expected_match_method,expected_reconciliation_status,expected_review_required,expected_notes
SCN-1155,PRODUCT_CODE_MATCH,TXN-A-001155,TXN-B-001155,TXN-A-001155-L2309,TXN-B-001155-L2310,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1156,PRODUCT_CODE_MATCH,TXN-A-001156,TXN-B-001156,TXN-A-001156-L2311,TXN-B-001156-L2312,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1157,PRODUCT_CODE_MATCH,TXN-A-001157,TXN-B-001157,TXN-A-001157-L2313,TXN-B-001157-L2314,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1158,PRODUCT_CODE_MATCH,TXN-A-001158,TXN-B-001158,TXN-A-001158-L2315,TXN-B-001158-L2316,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1159,PRODUCT_CODE_MATCH,TXN-A-001159,TXN-B-001159,TXN-A-001159-L2317,TXN-B-001159-L2318,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1160,PRODUCT_CODE_MATCH,TXN-A-001160,TXN-B-001160,TXN-A-001160-L2319,TXN-B-001160-L2320,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1161,PRODUCT_CODE_MATCH,TXN-A-001161,TXN-B-001161,TXN-A-001161-L2321,TXN-B-001161-L2322,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1162,PRODUCT_CODE_MATCH,TXN-A-001162,TXN-B-001162,TXN-A-001162-L2323,TXN-B-001162-L2324,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1163,PRODUCT_CODE_MATCH,TXN-A-001163,TXN-B-001163,TXN-A-001163-L2325,TXN-B-001163-L2326,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1164,PRODUCT_CODE_MATCH,TXN-A-001164,TXN-B-001164,TXN-A-001164-L2327,TXN-B-001164-L2328,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1165,PRODUCT_CODE_MATCH,TXN-A-001165,TXN-B-001165,TXN-A-001165-L2329,TXN-B-001165-L2330,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1166,PRODUCT_CODE_MATCH,TXN-A-001166,TXN-B-001166,TXN-A-001166-L2331,TXN-B-001166-L2332,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1167,PRODUCT_CODE_MATCH,TXN-A-001167,TXN-B-001167,TXN-A-001167-L2333,TXN-B-001167-L2334,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1168,PRODUCT_CODE_MATCH,TXN-A-001168,TXN-B-001168,TXN-A-001168-L2335,TXN-B-001168-L2336,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1169,PRODUCT_CODE_MATCH,TXN-A-001169,TXN-B-001169,TXN-A-001169-L2337,TXN-B-001169-L2338,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1170,PRODUCT_CODE_MATCH,TXN-A-001170,TXN-B-001170,TXN-A-001170-L2339,TXN-B-001170-L2340,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1171,PRODUCT_CODE_MATCH,TXN-A-001171,TXN-B-001171,TXN-A-001171-L2341,TXN-B-001171-L2342,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1172,PRODUCT_CODE_MATCH,TXN-A-001172,TXN-B-001172,TXN-A-001172-L2343,TXN-B-001172-L2344,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1173,PRODUCT_CODE_MATCH,TXN-A-001173,TXN-B-001173,TXN-A-001173-L2345,TXN-B-001173-L2346,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1174,PRODUCT_CODE_MATCH,TXN-A-001174,TXN-B-001174,TXN-A-001174-L2347,TXN-B-001174-L2348,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1175,PRODUCT_CODE_MATCH,TXN-A-001175,TXN-B-001175,TXN-A-001175-L2349,TXN-B-001175-L2350,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1176,PRODUCT_CODE_MATCH,TXN-A-001176,TXN-B-001176,TXN-A-001176-L2351,TXN-B-001176-L2352,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1177,PRODUCT_CODE_MATCH,TXN-A-001177,TXN-B-001177,TXN-A-001177-L2353,TXN-B-001177-L2354,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1178,PRODUCT_CODE_MATCH,TXN-A-001178,TXN-B-001178,TXN-A-001178-L2355,TXN-B-001178-L2356,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1179,PRODUCT_CODE_MATCH,TXN-A-001179,TXN-B-001179,TXN-A-001179-L2357,TXN-B-001179-L2358,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1180,PRODUCT_CODE_MATCH,TXN-A-001180,TXN-B-001180,TXN-A-001180-L2359,TXN-B-001180-L2360,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1181,PRODUCT_CODE_MATCH,TXN-A-001181,TXN-B-001181,TXN-A-001181-L2361,TXN-B-001181-L2362,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1182,PRODUCT_CODE_MATCH,TXN-A-001182,TXN-B-001182,TXN-A-001182-L2363,TXN-B-001182-L2364,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1183,PRODUCT_CODE_MATCH,TXN-A-001183,TXN-B-001183,TXN-A-001183-L2365,TXN-B-001183-L2366,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1184,PRODUCT_CODE_MATCH,TXN-A-001184,TXN-B-001184,TXN-A-001184-L2367,TXN-B-001184-L2368,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1185,PRODUCT_CODE_MATCH,TXN-A-001185,TXN-B-001185,TXN-A-001185-L2369,TXN-B-001185-L2370,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1186,PRODUCT_CODE_MATCH,TXN-A-001186,TXN-B-001186,TXN-A-001186-L2371,TXN-B-001186-L2372,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1187,PRODUCT_CODE_MATCH,TXN-A-001187,TXN-B-001187,TXN-A-001187-L2373,TXN-B-001187-L2374,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1188,PRODUCT_CODE_MATCH,TXN-A-001188,TXN-B-001188,TXN-A-001188-L2375,TXN-B-001188-L2376,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1189,PRODUCT_CODE_MATCH,TXN-A-001189,TXN-B-001189,TXN-A-001189-L2377,TXN-B-001189-L2378,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1190,PRODUCT_CODE_MATCH,TXN-A-001190,TXN-B-001190,TXN-A-001190-L2379,TXN-B-001190-L2380,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1191,PRODUCT_CODE_MATCH,TXN-A-001191,TXN-B-001191,TXN-A-001191-L2381,TXN-B-001191-L2382,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1192,PRODUCT_CODE_MATCH,TXN-A-001192,TXN-B-001192,TXN-A-001192-L2383,TXN-B-001192-L2384,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1193,PRODUCT_CODE_MATCH,TXN-A-001193,TXN-B-001193,TXN-A-001193-L2385,TXN-B-001193-L2386,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1194,PRODUCT_CODE_MATCH,TXN-A-001194,TXN-B-001194,TXN-A-001194-L2387,TXN-B-001194-L2388,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1195,PRODUCT_CODE_MATCH,TXN-A-001195,TXN-B-001195,TXN-A-001195-L2389,TXN-B-001195-L2390,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1196,PRODUCT_CODE_MATCH,TXN-A-001196,TXN-B-001196,TXN-A-001196-L2391,TXN-B-001196-L2392,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1197,PRODUCT_CODE_MATCH,TXN-A-001197,TXN-B-001197,TXN-A-001197-L2393,TXN-B-001197-L2394,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1198,PRODUCT_CODE_MATCH,TXN-A-001198,TXN-B-001198,TXN-A-001198-L2395,TXN-B-001198-L2396,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1199,PRODUCT_CODE_MATCH,TXN-A-001199,TXN-B-001199,TXN-A-001199-L2397,TXN-B-001199-L2398,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1200,PRODUCT_CODE_MATCH,TXN-A-001200,TXN-B-001200,TXN-A-001200-L2399,TXN-B-001200-L2400,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1201,PRODUCT_CODE_MATCH,TXN-A-001201,TXN-B-001201,TXN-A-001201-L2401,TXN-B-001201-L2402,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1202,PRODUCT_CODE_MATCH,TXN-A-001202,TXN-B-001202,TXN-A-001202-L2403,TXN-B-001202-L2404,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1203,PRODUCT_CODE_MATCH,TXN-A-001203,TXN-B-001203,TXN-A-001203-L2405,TXN-B-001203-L2406,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1204,PRODUCT_CODE_MATCH,TXN-A-001204,TXN-B-001204,TXN-A-001204-L2407,TXN-B-001204-L2408,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1205,PRODUCT_CODE_MATCH,TXN-A-001205,TXN-B-001205,TXN-A-001205-L2409,TXN-B-001205-L2410,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1206,PRODUCT_CODE_MATCH,TXN-A-001206,TXN-B-001206,TXN-A-001206-L2411,TXN-B-001206-L2412,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1207,PRODUCT_CODE_MATCH,TXN-A-001207,TXN-B-001207,TXN-A-001207-L2413,TXN-B-001207-L2414,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1208,PRODUCT_CODE_MATCH,TXN-A-001208,TXN-B-001208,TXN-A-001208-L2415,TXN-B-001208-L2416,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1209,PRODUCT_CODE_MATCH,TXN-A-001209,TXN-B-001209,TXN-A-001209-L2417,TXN-B-001209-L2418,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1210,PRODUCT_CODE_MATCH,TXN-A-001210,TXN-B-001210,TXN-A-001210-L2419,TXN-B-001210-L2420,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1211,PRODUCT_CODE_MATCH,TXN-A-001211,TXN-B-001211,TXN-A-001211-L2421,TXN-B-001211-L2422,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1212,PRODUCT_CODE_MATCH,TXN-A-001212,TXN-B-001212,TXN-A-001212-L2423,TXN-B-001212-L2424,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1213,PRODUCT_CODE_MATCH,TXN-A-001213,TXN-B-001213,TXN-A-001213-L2425,TXN-B-001213-L2426,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1214,PRODUCT_CODE_MATCH,TXN-A-001214,TXN-B-001214,TXN-A-001214-L2427,TXN-B-001214-L2428,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1215,PRODUCT_CODE_MATCH,TXN-A-001215,TXN-B-001215,TXN-A-001215-L2429,TXN-B-001215-L2430,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1216,PRODUCT_CODE_MATCH,TXN-A-001216,TXN-B-001216,TXN-A-001216-L2431,TXN-B-001216-L2432,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1217,PRODUCT_CODE_MATCH,TXN-A-001217,TXN-B-001217,TXN-A-001217-L2433,TXN-B-001217-L2434,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1218,PRODUCT_CODE_MATCH,TXN-A-001218,TXN-B-001218,TXN-A-001218-L2435,TXN-B-001218-L2436,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1219,PRODUCT_CODE_MATCH,TXN-A-001219,TXN-B-001219,TXN-A-001219-L2437,TXN-B-001219-L2438,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1220,PRODUCT_CODE_MATCH,TXN-A-001220,TXN-B-001220,TXN-A-001220-L2439,TXN-B-001220-L2440,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1221,PRODUCT_CODE_MATCH,TXN-A-001221,TXN-B-001221,TXN-A-001221-L2441,TXN-B-001221-L2442,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1222,PRODUCT_CODE_MATCH,TXN-A-001222,TXN-B-001222,TXN-A-001222-L2443,TXN-B-001222-L2444,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1223,PRODUCT_CODE_MATCH,TXN-A-001223,TXN-B-001223,TXN-A-001223-L2445,TXN-B-001223-L2446,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1224,PRODUCT_CODE_MATCH,TXN-A-001224,TXN-B-001224,TXN-A-001224-L2447,TXN-B-001224-L2448,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1225,PRODUCT_CODE_MATCH,TXN-A-001225,TXN-B-001225,TXN-A-001225-L2449,TXN-B-001225-L2450,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1226,PRODUCT_CODE_MATCH,TXN-A-001226,TXN-B-001226,TXN-A-001226-L2451,TXN-B-001226-L2452,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1227,PRODUCT_CODE_MATCH,TXN-A-001227,TXN-B-001227,TXN-A-001227-L2453,TXN-B-001227-L2454,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1228,PRODUCT_CODE_MATCH,TXN-A-001228,TXN-B-001228,TXN-A-001228-L2455,TXN-B-001228-L2456,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1229,PRODUCT_CODE_MATCH,TXN-A-001229,TXN-B-001229,TXN-A-001229-L2457,TXN-B-001229-L2458,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1230,PRODUCT_CODE_MATCH,TXN-A-001230,TXN-B-001230,TXN-A-001230-L2459,TXN-B-001230-L2460,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1231,PRODUCT_CODE_MATCH,TXN-A-001231,TXN-B-001231,TXN-A-001231-L2461,TXN-B-001231-L2462,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1232,PRODUCT_CODE_MATCH,TXN-A-001232,TXN-B-001232,TXN-A-001232-L2463,TXN-B-001232-L2464,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1233,PRODUCT_CODE_MATCH,TXN-A-001233,TXN-B-001233,TXN-A-001233-L2465,TXN-B-001233-L2466,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1234,PRODUCT_CODE_MATCH,TXN-A-001234,TXN-B-001234,TXN-A-001234-L2467,TXN-B-001234-L2468,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1235,PRODUCT_CODE_MATCH,TXN-A-001235,TXN-B-001235,TXN-A-001235-L2469,TXN-B-001235-L2470,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1236,PRODUCT_CODE_MATCH,TXN-A-001236,TXN-B-001236,TXN-A-001236-L2471,TXN-B-001236-L2472,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1237,PRODUCT_CODE_MATCH,TXN-A-001237,TXN-B-001237,TXN-A-001237-L2473,TXN-B-001237-L2474,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1238,PRODUCT_CODE_MATCH,TXN-A-001238,TXN-B-001238,TXN-A-001238-L2475,TXN-B-001238-L2476,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1239,PRODUCT_CODE_MATCH,TXN-A-001239,TXN-B-001239,TXN-A-001239-L2477,TXN-B-001239-L2478,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1240,PRODUCT_CODE_MATCH,TXN-A-001240,TXN-B-001240,TXN-A-001240-L2479,TXN-B-001240-L2480,EXACT_PRODUCT_CODE,MATCHED,N,Matched via product_code
SCN-1241,NORMALIZED_NAME_MATCH,TXN-A-001241,TXN-B-001241,TXN-A-001241-L2481,TXN-B-001241-L2482,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1242,NORMALIZED_NAME_MATCH,TXN-A-001242,TXN-B-001242,TXN-A-001242-L2483,TXN-B-001242-L2484,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1243,NORMALIZED_NAME_MATCH,TXN-A-001243,TXN-B-001243,TXN-A-001243-L2485,TXN-B-001243-L2486,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1244,NORMALIZED_NAME_MATCH,TXN-A-001244,TXN-B-001244,TXN-A-001244-L2487,TXN-B-001244-L2488,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1245,NORMALIZED_NAME_MATCH,TXN-A-001245,TXN-B-001245,TXN-A-001245-L2489,TXN-B-001245-L2490,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1246,NORMALIZED_NAME_MATCH,TXN-A-001246,TXN-B-001246,TXN-A-001246-L2491,TXN-B-001246-L2492,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1247,NORMALIZED_NAME_MATCH,TXN-A-001247,TXN-B-001247,TXN-A-001247-L2493,TXN-B-001247-L2494,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1248,NORMALIZED_NAME_MATCH,TXN-A-001248,TXN-B-001248,TXN-A-001248-L2495,TXN-B-001248-L2496,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1249,NORMALIZED_NAME_MATCH,TXN-A-001249,TXN-B-001249,TXN-A-001249-L2497,TXN-B-001249-L2498,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1250,NORMALIZED_NAME_MATCH,TXN-A-001250,TXN-B-001250,TXN-A-001250-L2499,TXN-B-001250-L2500,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1251,NORMALIZED_NAME_MATCH,TXN-A-001251,TXN-B-001251,TXN-A-001251-L2501,TXN-B-001251-L2502,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1252,NORMALIZED_NAME_MATCH,TXN-A-001252,TXN-B-001252,TXN-A-001252-L2503,TXN-B-001252-L2504,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1253,NORMALIZED_NAME_MATCH,TXN-A-001253,TXN-B-001253,TXN-A-001253-L2505,TXN-B-001253-L2506,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1254,NORMALIZED_NAME_MATCH,TXN-A-001254,TXN-B-001254,TXN-A-001254-L2507,TXN-B-001254-L2508,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1255,NORMALIZED_NAME_MATCH,TXN-A-001255,TXN-B-001255,TXN-A-001255-L2509,TXN-B-001255-L2510,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1256,NORMALIZED_NAME_MATCH,TXN-A-001256,TXN-B-001256,TXN-A-001256-L2511,TXN-B-001256-L2512,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1257,NORMALIZED_NAME_MATCH,TXN-A-001257,TXN-B-001257,TXN-A-001257-L2513,TXN-B-001257-L2514,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1258,NORMALIZED_NAME_MATCH,TXN-A-001258,TXN-B-001258,TXN-A-001258-L2515,TXN-B-001258-L2516,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1259,NORMALIZED_NAME_MATCH,TXN-A-001259,TXN-B-001259,TXN-A-001259-L2517,TXN-B-001259-L2518,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1260,NORMALIZED_NAME_MATCH,TXN-A-001260,TXN-B-001260,TXN-A-001260-L2519,TXN-B-001260-L2520,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1261,NORMALIZED_NAME_MATCH,TXN-A-001261,TXN-B-001261,TXN-A-001261-L2521,TXN-B-001261-L2522,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1262,NORMALIZED_NAME_MATCH,TXN-A-001262,TXN-B-001262,TXN-A-001262-L2523,TXN-B-001262-L2524,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1263,NORMALIZED_NAME_MATCH,TXN-A-001263,TXN-B-001263,TXN-A-001263-L2525,TXN-B-001263-L2526,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1264,NORMALIZED_NAME_MATCH,TXN-A-001264,TXN-B-001264,TXN-A-001264-L2527,TXN-B-001264-L2528,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1265,NORMALIZED_NAME_MATCH,TXN-A-001265,TXN-B-001265,TXN-A-001265-L2529,TXN-B-001265-L2530,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1266,NORMALIZED_NAME_MATCH,TXN-A-001266,TXN-B-001266,TXN-A-001266-L2531,TXN-B-001266-L2532,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1267,NORMALIZED_NAME_MATCH,TXN-A-001267,TXN-B-001267,TXN-A-001267-L2533,TXN-B-001267-L2534,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1268,NORMALIZED_NAME_MATCH,TXN-A-001268,TXN-B-001268,TXN-A-001268-L2535,TXN-B-001268-L2536,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1269,NORMALIZED_NAME_MATCH,TXN-A-001269,TXN-B-001269,TXN-A-001269-L2537,TXN-B-001269-L2538,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1270,NORMALIZED_NAME_MATCH,TXN-A-001270,TXN-B-001270,TXN-A-001270-L2539,TXN-B-001270-L2540,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1271,NORMALIZED_NAME_MATCH,TXN-A-001271,TXN-B-001271,TXN-A-001271-L2541,TXN-B-001271-L2542,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1272,NORMALIZED_NAME_MATCH,TXN-A-001272,TXN-B-001272,TXN-A-001272-L2543,TXN-B-001272-L2544,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1273,NORMALIZED_NAME_MATCH,TXN-A-001273,TXN-B-001273,TXN-A-001273-L2545,TXN-B-001273-L2546,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1274,NORMALIZED_NAME_MATCH,TXN-A-001274,TXN-B-001274,TXN-A-001274-L2547,TXN-B-001274-L2548,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1275,NORMALIZED_NAME_MATCH,TXN-A-001275,TXN-B-001275,TXN-A-001275-L2549,TXN-B-001275-L2550,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1276,NORMALIZED_NAME_MATCH,TXN-A-001276,TXN-B-001276,TXN-A-001276-L2551,TXN-B-001276-L2552,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1277,NORMALIZED_NAME_MATCH,TXN-A-001277,TXN-B-001277,TXN-A-001277-L2553,TXN-B-001277-L2554,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1278,NORMALIZED_NAME_MATCH,TXN-A-001278,TXN-B-001278,TXN-A-001278-L2555,TXN-B-001278-L2556,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1279,NORMALIZED_NAME_MATCH,TXN-A-001279,TXN-B-001279,TXN-A-001279-L2557,TXN-B-001279-L2558,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1280,NORMALIZED_NAME_MATCH,TXN-A-001280,TXN-B-001280,TXN-A-001280-L2559,TXN-B-001280-L2560,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1281,NORMALIZED_NAME_MATCH,TXN-A-001281,TXN-B-001281,TXN-A-001281-L2561,TXN-B-001281-L2562,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1282,NORMALIZED_NAME_MATCH,TXN-A-001282,TXN-B-001282,TXN-A-001282-L2563,TXN-B-001282-L2564,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1283,NORMALIZED_NAME_MATCH,TXN-A-001283,TXN-B-001283,TXN-A-001283-L2565,TXN-B-001283-L2566,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1284,NORMALIZED_NAME_MATCH,TXN-A-001284,TXN-B-001284,TXN-A-001284-L2567,TXN-B-001284-L2568,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1285,NORMALIZED_NAME_MATCH,TXN-A-001285,TXN-B-001285,TXN-A-001285-L2569,TXN-B-001285-L2570,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1286,NORMALIZED_NAME_MATCH,TXN-A-001286,TXN-B-001286,TXN-A-001286-L2571,TXN-B-001286-L2572,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1287,NORMALIZED_NAME_MATCH,TXN-A-001287,TXN-B-001287,TXN-A-001287-L2573,TXN-B-001287-L2574,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1288,NORMALIZED_NAME_MATCH,TXN-A-001288,TXN-B-001288,TXN-A-001288-L2575,TXN-B-001288-L2576,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1289,NORMALIZED_NAME_MATCH,TXN-A-001289,TXN-B-001289,TXN-A-001289-L2577,TXN-B-001289-L2578,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1290,NORMALIZED_NAME_MATCH,TXN-A-001290,TXN-B-001290,TXN-A-001290-L2579,TXN-B-001290-L2580,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1291,NORMALIZED_NAME_MATCH,TXN-A-001291,TXN-B-001291,TXN-A-001291-L2581,TXN-B-001291-L2582,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1292,NORMALIZED_NAME_MATCH,TXN-A-001292,TXN-B-001292,TXN-A-001292-L2583,TXN-B-001292-L2584,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1293,NORMALIZED_NAME_MATCH,TXN-A-001293,TXN-B-001293,TXN-A-001293-L2585,TXN-B-001293-L2586,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1294,NORMALIZED_NAME_MATCH,TXN-A-001294,TXN-B-001294,TXN-A-001294-L2587,TXN-B-001294-L2588,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
SCN-1295,NORMALIZED_NAME_MATCH,TXN-A-001295,TXN-B-001295,TXN-A-001295-L2589,TXN-B-001295-L2590,NORMALIZED_NAME,MATCHED,N,Matched via normalized product name
