source_a_line_id,source_a_transaction_id,source_b_line_id,source_b_transaction_id,match_method,confidence_score,identity_status,quantity_status,price_status,amount_status,reconciliation_status,review_required,quantity_difference,price_difference,amount_difference,source_a_product_id,source_b_product_id,source_a_product_name,source_b_product_name,source_a_amount,source_b_amount,source_a_quantity,source_b_quantity,source_a_unit_price,source_b_unit_price,signed_exposure,absolute_exposure,quantity_exposure,price_exposure,amount_exposure,unresolved_exposure,review_exposure
TXN-A-000952-L1903,TXN-A-000952,TXN-B-000952-L1904,TXN-B-000952,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0131,PRD-0131,AURORA Ruler Set 60 CM,AURORA Ruler Set 60 CM,39.66,39.66,2.63,2.63,15.08,15.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000953-L1905,TXN-A-000953,TXN-B-000953-L1906,TXN-B-000953,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0141,PRD-0141,NEXUS Eraser Pack 3 V,NEXUS Eraser Pack 3 V,304.93,304.93,8.77,8.77,34.77,34.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000954-L1907,TXN-A-000954,TXN-B-000954-L1908,TXN-B-000954,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0130,PRD-0130,ZENITH Ruler Set 45 CM,ZENITH Ruler Set 45 CM,704.24,704.24,7.75,7.75,90.87,90.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000955-L1909,TXN-A-000955,TXN-B-000955-L1910,TXN-B-000955,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0052,PRD-0052,ZENITH Power Adapter 20 W,ZENITH Power Adapter 20 W,364.16,364.16,8.03,8.03,45.35,45.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000956-L1911,TXN-A-000956,TXN-B-000956-L1912,TXN-B-000956,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0014,PRD-0014,AURORA Fabric Softener 250 MG,AURORA Fabric Softener 250 MG,1072.86,1072.86,9.58,9.58,111.99,111.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000957-L1913,TXN-A-000957,TXN-B-000957-L1914,TXN-B-000957,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0089,PRD-0089,AURORA Face Cream 500 ML,AURORA Face Cream 500 ML,425.01,425.01,8.49,8.49,50.06,50.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000958-L1915,TXN-A-000958,TXN-B-000958-L1916,TXN-B-000958,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0086,PRD-0086,AURORA Deodorant 500 G,AURORA Deodorant 500 G,482.82,482.82,9.23,9.23,52.31,52.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000959-L1917,TXN-A-000959,TXN-B-000959-L1918,TXN-B-000959,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0035,PRD-0035,AURORA Stapler 10 W,AURORA Stapler 10 W,114.96,114.96,6.63,6.63,17.34,17.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000960-L1919,TXN-A-000960,TXN-B-000960-L1920,TXN-B-000960,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0129,PRD-0129,NEXUS Colored Pencil Set 750 ML,NEXUS Colored Pencil Set 750 ML,495.17,495.17,5.22,5.22,94.86,94.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000961-L1921,TXN-A-000961,TXN-B-000961-L1922,TXN-B-000961,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0001,PRD-0001,ZENITH All Purpose Cleaner 10 IN,ZENITH All Purpose Cleaner 10 IN,55.34,55.34,1.60,1.60,34.59,34.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000962-L1923,TXN-A-000962,TXN-B-000962-L1924,TXN-B-000962,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0016,PRD-0016,ZENITH Surface Wipes 60 CM,ZENITH Surface Wipes 60 CM,359.89,359.89,6.19,6.19,58.14,58.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000963-L1925,TXN-A-000963,TXN-B-000963-L1926,TXN-B-000963,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0027,PRD-0027,NEXUS Ballpoint Pen 500 ML,NEXUS Ballpoint Pen 500 ML,329.37,329.37,6.65,6.65,49.53,49.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000964-L1927,TXN-A-000964,TXN-B-000964-L1928,TXN-B-000964,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0121,PRD-0121,ZENITH Notebook 1 L,ZENITH Notebook 1 L,84.61,84.61,3.95,3.95,21.42,21.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000965-L1929,TXN-A-000965,TXN-B-000965-L1930,TXN-B-000965,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0017,PRD-0017,AURORA Surface Wipes 9 V,AURORA Surface Wipes 9 V,526.36,526.36,6.52,6.52,80.73,80.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000966-L1931,TXN-A-000966,TXN-B-000966-L1932,TXN-B-000966,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0046,PRD-0046,ZENITH Tape Dispenser 250 ML,ZENITH Tape Dispenser 250 ML,185.85,185.85,6.69,6.69,27.78,27.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000967-L1933,TXN-A-000967,TXN-B-000967-L1934,TXN-B-000967,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0021,PRD-0021,NEXUS Air Freshener 30 CM,NEXUS Air Freshener 30 CM,103.00,103.00,7.41,7.41,13.90,13.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000968-L1935,TXN-A-000968,TXN-B-000968-L1936,TXN-B-000968,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0142,PRD-0142,ZENITH Marker Set 750 ML,ZENITH Marker Set 750 ML,83.07,83.07,2.46,2.46,33.77,33.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000969-L1937,TXN-A-000969,TXN-B-000969-L1938,TXN-B-000969,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0082,PRD-0082,ZENITH Toothpaste 500 MG,ZENITH Toothpaste 500 MG,682.54,682.54,7.39,7.39,92.36,92.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000970-L1939,TXN-A-000970,TXN-B-000970-L1940,TXN-B-000970,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0100,PRD-0100,ZENITH Mixing Bowl Set 250 ML,ZENITH Mixing Bowl Set 250 ML,505.20,505.20,8.00,8.00,63.15,63.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000971-L1941,TXN-A-000971,TXN-B-000971-L1942,TXN-B-000971,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0075,PRD-0075,NEXUS Hand Soap 10000 MAH,NEXUS Hand Soap 10000 MAH,138.90,138.90,2.00,2.00,69.45,69.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000972-L1943,TXN-A-000972,TXN-B-000972-L1944,TXN-B-000972,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0065,PRD-0065,AURORA Charging Dock 3 V,AURORA Charging Dock 3 V,38.53,38.53,2.26,2.26,17.05,17.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000973-L1945,TXN-A-000973,TXN-B-000973-L1946,TXN-B-000973,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0012,PRD-0012,NEXUS Laundry Detergent 3 V,NEXUS Laundry Detergent 3 V,178.38,178.38,8.01,8.01,22.27,22.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000974-L1947,TXN-A-000974,TXN-B-000974-L1948,TXN-B-000974,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0137,PRD-0137,AURORA Scissors 100 MG,AURORA Scissors 100 MG,537.85,537.85,5.72,5.72,94.03,94.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000975-L1949,TXN-A-000975,TXN-B-000975-L1950,TXN-B-000975,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0072,PRD-0072,NEXUS Mouse Pad 100 G,NEXUS Mouse Pad 100 G,265.64,265.64,6.04,6.04,43.98,43.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000976-L1951,TXN-A-000976,TXN-B-000976-L1952,TXN-B-000976,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0030,PRD-0030,NEXUS Highlighter Set 12 IN,NEXUS Highlighter Set 12 IN,605.61,605.61,8.71,8.71,69.53,69.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000977-L1953,TXN-A-000977,TXN-B-000977-L1954,TXN-B-000977,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0146,PRD-0146,AURORA Screwdriver Set 500 ML,AURORA Screwdriver Set 500 ML,674.97,674.97,7.38,7.38,91.46,91.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000978-L1955,TXN-A-000978,TXN-B-000978-L1956,TXN-B-000978,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0135,PRD-0135,NEXUS Glue Stick 5000 MAH,NEXUS Glue Stick 5000 MAH,172.70,172.70,6.19,6.19,27.90,27.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000979-L1957,TXN-A-000979,TXN-B-000979-L1958,TXN-B-000979,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0012,PRD-0012,NEXUS Laundry Detergent 3 V,NEXUS Laundry Detergent 3 V,37.41,37.41,1.68,1.68,22.27,22.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000980-L1959,TXN-A-000980,TXN-B-000980-L1960,TXN-B-000980,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0105,PRD-0105,NEXUS Measuring Cup 100 G,NEXUS Measuring Cup 100 G,1005.10,1005.10,9.20,9.20,109.25,109.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000981-L1961,TXN-A-000981,TXN-B-000981-L1962,TXN-B-000981,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0018,PRD-0018,NEXUS Surface Wipes 500 MG,NEXUS Surface Wipes 500 MG,70.36,70.36,1.79,1.79,39.31,39.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000982-L1963,TXN-A-000982,TXN-B-000982-L1964,TXN-B-000982,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0149,PRD-0149,AURORA Wrench Set 45 CM,AURORA Wrench Set 45 CM,113.31,113.31,3.87,3.87,29.28,29.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000983-L1965,TXN-A-000983,TXN-B-000983-L1966,TXN-B-000983,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0098,PRD-0098,AURORA Cutting Board 10 IN,AURORA Cutting Board 10 IN,103.74,103.74,6.07,6.07,17.09,17.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000984-L1967,TXN-A-000984,TXN-B-000984-L1968,TXN-B-000984,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0055,PRD-0055,ZENITH Phone Case 250 MG,ZENITH Phone Case 250 MG,86.82,86.82,1.65,1.65,52.62,52.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000985-L1969,TXN-A-000985,TXN-B-000985-L1970,TXN-B-000985,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0112,PRD-0112,ZENITH Kitchen Towel 30 CM,ZENITH Kitchen Towel 30 CM,882.74,882.74,8.78,8.78,100.54,100.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000986-L1971,TXN-A-000986,TXN-B-000986-L1972,TXN-B-000986,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0141,PRD-0141,NEXUS Eraser Pack 3 V,NEXUS Eraser Pack 3 V,108.48,108.48,3.12,3.12,34.77,34.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000987-L1973,TXN-A-000987,TXN-B-000987-L1974,TXN-B-000987,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0052,PRD-0052,ZENITH Power Adapter 20 W,ZENITH Power Adapter 20 W,303.85,303.85,6.70,6.70,45.35,45.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000988-L1975,TXN-A-000988,TXN-B-000988-L1976,TXN-B-000988,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0031,PRD-0031,ZENITH Binder Clip Box 3 V,ZENITH Binder Clip Box 3 V,414.93,414.93,7.19,7.19,57.71,57.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000989-L1977,TXN-A-000989,TXN-B-000989-L1978,TXN-B-000989,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0057,PRD-0057,NEXUS Phone Case 1 L,NEXUS Phone Case 1 L,313.18,313.18,9.87,9.87,31.73,31.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000990-L1979,TXN-A-000990,TXN-B-000990-L1980,TXN-B-000990,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0014,PRD-0014,AURORA Fabric Softener 250 MG,AURORA Fabric Softener 250 MG,1061.67,1061.67,9.48,9.48,111.99,111.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000991-L1981,TXN-A-000991,TXN-B-000991-L1982,TXN-B-000991,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0074,PRD-0074,AURORA Hand Soap 1.5 V,AURORA Hand Soap 1.5 V,191.06,191.06,2.64,2.64,72.37,72.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000992-L1983,TXN-A-000992,TXN-B-000992-L1984,TXN-B-000992,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0003,PRD-0003,NEXUS All Purpose Cleaner 250 ML,NEXUS All Purpose Cleaner 250 ML,838.93,838.93,7.19,7.19,116.68,116.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000993-L1985,TXN-A-000993,TXN-B-000993-L1986,TXN-B-000993,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0095,PRD-0095,AURORA Lotion 1 KG,AURORA Lotion 1 KG,596.80,596.80,5.09,5.09,117.25,117.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000994-L1987,TXN-A-000994,TXN-B-000994-L1988,TXN-B-000994,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0048,PRD-0048,NEXUS Tape Dispenser 3 V,NEXUS Tape Dispenser 3 V,521.07,521.07,8.11,8.11,64.25,64.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000995-L1989,TXN-A-000995,TXN-B-000995-L1990,TXN-B-000995,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0110,PRD-0110,AURORA Storage Container 5 W,AURORA Storage Container 5 W,443.52,443.52,9.94,9.94,44.62,44.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000996-L1991,TXN-A-000996,TXN-B-000996-L1992,TXN-B-000996,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0029,PRD-0029,AURORA Highlighter Set 9 V,AURORA Highlighter Set 9 V,245.45,245.45,9.39,9.39,26.14,26.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000997-L1993,TXN-A-000997,TXN-B-000997-L1994,TXN-B-000997,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0020,PRD-0020,AURORA Air Freshener 200 G,AURORA Air Freshener 200 G,263.68,263.68,2.53,2.53,104.22,104.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000998-L1995,TXN-A-000998,TXN-B-000998-L1996,TXN-B-000998,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0120,PRD-0120,NEXUS Peeler 30 CM,NEXUS Peeler 30 CM,766.80,766.80,8.00,8.00,95.85,95.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-000999-L1997,TXN-A-000999,TXN-B-000999-L1998,TXN-B-000999,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0127,PRD-0127,ZENITH Colored Pencil Set 50 G,ZENITH Colored Pencil Set 50 G,497.70,497.70,8.59,8.59,57.94,57.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-001000-L1999,TXN-A-001000,TXN-B-001000-L2000,TXN-B-001000,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0029,PRD-0029,AURORA Highlighter Set 9 V,AURORA Highlighter Set 9 V,92.54,92.54,3.54,3.54,26.14,26.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-001001-L2001,TXN-A-001001,TXN-B-001001-L2002,TXN-B-001001,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0033,PRD-0033,NEXUS Binder Clip Box 45 CM,NEXUS Binder Clip Box 45 CM,130.88,130.88,5.96,5.96,21.96,21.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-001002-L2003,TXN-A-001002,TXN-B-001002-L2004,TXN-B-001002,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0084,PRD-0084,NEXUS Toothpaste 15 W,NEXUS Toothpaste 15 W,245.64,245.64,7.43,7.43,33.06,33.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-001003-L2005,TXN-A-001003,TXN-B-001003-L2006,TXN-B-001003,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0015,PRD-0015,NEXUS Fabric Softener 200 G,NEXUS Fabric Softener 200 G,298.49,298.49,6.30,6.30,47.38,47.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-001004-L2007,TXN-A-001004,TXN-B-001004-L2008,TXN-B-001004,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0099,PRD-0099,NEXUS Cutting Board 500 ML,NEXUS Cutting Board 500 ML,960.35,960.35,8.51,8.51,112.85,112.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-001005-L2009,TXN-A-001005,TXN-B-001005-L2010,TXN-B-001005,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0149,PRD-0149,AURORA Wrench Set 45 CM,AURORA Wrench Set 45 CM,242.44,242.44,8.28,8.28,29.28,29.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-001006-L2011,TXN-A-001006,TXN-B-001006-L2012,TXN-B-001006,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0021,PRD-0021,NEXUS Air Freshener 30 CM,NEXUS Air Freshener 30 CM,16.40,16.40,1.18,1.18,13.90,13.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-001007-L2013,TXN-A-001007,TXN-B-001007-L2014,TXN-B-001007,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0082,PRD-0082,ZENITH Toothpaste 500 MG,ZENITH Toothpaste 500 MG,197.65,197.65,2.14,2.14,92.36,92.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-001008-L2015,TXN-A-001008,TXN-B-001008-L2016,TXN-B-001008,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0132,PRD-0132,NEXUS Ruler Set 60 CM,NEXUS Ruler Set 60 CM,25.29,25.29,1.22,1.22,20.73,20.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-001009-L2017,TXN-A-001009,TXN-B-001009-L2018,TXN-B-001009,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0111,PRD-0111,NEXUS Storage Container 500 G,NEXUS Storage Container 500 G,316.71,316.71,5.18,5.18,61.14,61.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TXN-A-001010-L2019,TXN-A-001010,TXN-B-001010-L2020,TXN-B-001010,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_MATCHED,PRICE_MATCHED,AMOUNT_MATCHED,MATCHED,N,0.00,0.00,0.00,PRD-0034,PRD-0034,ZENITH Stapler 100 MG,ZENITH Stapler 100 MG,608.34,608.34,7.61,7.61,79.94,79.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
