table,field,issue_type,severity,description,record_key
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8630' not found in master data,PRD-8630
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8975' not found in master data,PRD-8975
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8753' not found in master data,PRD-8753
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8027' not found in master data,PRD-8027
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8848' not found in master data,PRD-8848
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8760' not found in master data,PRD-8760
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8872' not found in master data,PRD-8872
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8298' not found in master data,PRD-8298
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8014' not found in master data,PRD-8014
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8885' not found in master data,PRD-8885
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8977' not found in master data,PRD-8977
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8977' not found in master data,PRD-8977
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8765' not found in master data,PRD-8765
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8781' not found in master data,PRD-8781
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8458' not found in master data,PRD-8458
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8233' not found in master data,PRD-8233
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-8839' not found in master data,PRD-8839
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7423' not found in master data,PRD-7423
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7416' not found in master data,PRD-7416
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7817' not found in master data,PRD-7817
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7680' not found in master data,PRD-7680
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7383' not found in master data,PRD-7383
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7366' not found in master data,PRD-7366
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7771' not found in master data,PRD-7771
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7551' not found in master data,PRD-7551
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7699' not found in master data,PRD-7699
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7268' not found in master data,PRD-7268
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7383' not found in master data,PRD-7383
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7805' not found in master data,PRD-7805
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7664' not found in master data,PRD-7664
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7957' not found in master data,PRD-7957
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7873' not found in master data,PRD-7873
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7281' not found in master data,PRD-7281
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7163' not found in master data,PRD-7163
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7594' not found in master data,PRD-7594
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7520' not found in master data,PRD-7520
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7336' not found in master data,PRD-7336
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7578' not found in master data,PRD-7578
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7212' not found in master data,PRD-7212
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7477' not found in master data,PRD-7477
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7508' not found in master data,PRD-7508
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7905' not found in master data,PRD-7905
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7845' not found in master data,PRD-7845
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7657' not found in master data,PRD-7657
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7980' not found in master data,PRD-7980
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7094' not found in master data,PRD-7094
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7752' not found in master data,PRD-7752
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7754' not found in master data,PRD-7754
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7903' not found in master data,PRD-7903
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7379' not found in master data,PRD-7379
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7287' not found in master data,PRD-7287
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7571' not found in master data,PRD-7571
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7748' not found in master data,PRD-7748
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7467' not found in master data,PRD-7467
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7428' not found in master data,PRD-7428
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7111' not found in master data,PRD-7111
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7747' not found in master data,PRD-7747
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7291' not found in master data,PRD-7291
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7078' not found in master data,PRD-7078
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7838' not found in master data,PRD-7838
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7597' not found in master data,PRD-7597
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7770' not found in master data,PRD-7770
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7790' not found in master data,PRD-7790
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7839' not found in master data,PRD-7839
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7216' not found in master data,PRD-7216
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7944' not found in master data,PRD-7944
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7430' not found in master data,PRD-7430
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7413' not found in master data,PRD-7413
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7787' not found in master data,PRD-7787
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7129' not found in master data,PRD-7129
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7986' not found in master data,PRD-7986
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7741' not found in master data,PRD-7741
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7993' not found in master data,PRD-7993
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7242' not found in master data,PRD-7242
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7881' not found in master data,PRD-7881
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7664' not found in master data,PRD-7664
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7866' not found in master data,PRD-7866
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7267' not found in master data,PRD-7267
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7963' not found in master data,PRD-7963
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7134' not found in master data,PRD-7134
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7442' not found in master data,PRD-7442
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7954' not found in master data,PRD-7954
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7518' not found in master data,PRD-7518
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7471' not found in master data,PRD-7471
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7202' not found in master data,PRD-7202
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7541' not found in master data,PRD-7541
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7383' not found in master data,PRD-7383
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7412' not found in master data,PRD-7412
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7965' not found in master data,PRD-7965
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7774' not found in master data,PRD-7774
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7255' not found in master data,PRD-7255
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7526' not found in master data,PRD-7526
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7565' not found in master data,PRD-7565
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7885' not found in master data,PRD-7885
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7142' not found in master data,PRD-7142
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7702' not found in master data,PRD-7702
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7555' not found in master data,PRD-7555
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7756' not found in master data,PRD-7756
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7652' not found in master data,PRD-7652
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7043' not found in master data,PRD-7043
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7592' not found in master data,PRD-7592
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7051' not found in master data,PRD-7051
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7127' not found in master data,PRD-7127
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7183' not found in master data,PRD-7183
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7483' not found in master data,PRD-7483
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7287' not found in master data,PRD-7287
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-7564' not found in master data,PRD-7564
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6150' not found in master data,PRD-6150
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6603' not found in master data,PRD-6603
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6468' not found in master data,PRD-6468
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6305' not found in master data,PRD-6305
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6941' not found in master data,PRD-6941
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6852' not found in master data,PRD-6852
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6230' not found in master data,PRD-6230
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6439' not found in master data,PRD-6439
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6426' not found in master data,PRD-6426
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6947' not found in master data,PRD-6947
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6966' not found in master data,PRD-6966
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6753' not found in master data,PRD-6753
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6853' not found in master data,PRD-6853
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6609' not found in master data,PRD-6609
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6541' not found in master data,PRD-6541
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6597' not found in master data,PRD-6597
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6105' not found in master data,PRD-6105
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6470' not found in master data,PRD-6470
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6187' not found in master data,PRD-6187
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6812' not found in master data,PRD-6812
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6396' not found in master data,PRD-6396
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6678' not found in master data,PRD-6678
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6223' not found in master data,PRD-6223
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6008' not found in master data,PRD-6008
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6509' not found in master data,PRD-6509
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6553' not found in master data,PRD-6553
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6501' not found in master data,PRD-6501
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6214' not found in master data,PRD-6214
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6496' not found in master data,PRD-6496
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6702' not found in master data,PRD-6702
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6357' not found in master data,PRD-6357
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6246' not found in master data,PRD-6246
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6249' not found in master data,PRD-6249
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6083' not found in master data,PRD-6083
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6148' not found in master data,PRD-6148
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6845' not found in master data,PRD-6845
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6313' not found in master data,PRD-6313
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6338' not found in master data,PRD-6338
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6753' not found in master data,PRD-6753
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6003' not found in master data,PRD-6003
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6892' not found in master data,PRD-6892
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6152' not found in master data,PRD-6152
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6102' not found in master data,PRD-6102
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6052' not found in master data,PRD-6052
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6425' not found in master data,PRD-6425
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6713' not found in master data,PRD-6713
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6172' not found in master data,PRD-6172
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6509' not found in master data,PRD-6509
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6699' not found in master data,PRD-6699
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6594' not found in master data,PRD-6594
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6910' not found in master data,PRD-6910
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6510' not found in master data,PRD-6510
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6913' not found in master data,PRD-6913
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6721' not found in master data,PRD-6721
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6462' not found in master data,PRD-6462
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6726' not found in master data,PRD-6726
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6412' not found in master data,PRD-6412
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6658' not found in master data,PRD-6658
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6956' not found in master data,PRD-6956
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6864' not found in master data,PRD-6864
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6287' not found in master data,PRD-6287
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6983' not found in master data,PRD-6983
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6125' not found in master data,PRD-6125
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6114' not found in master data,PRD-6114
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6211' not found in master data,PRD-6211
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6506' not found in master data,PRD-6506
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6306' not found in master data,PRD-6306
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6974' not found in master data,PRD-6974
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6148' not found in master data,PRD-6148
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-6130' not found in master data,PRD-6130
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5677' not found in master data,PRD-5677
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5298' not found in master data,PRD-5298
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5675' not found in master data,PRD-5675
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5141' not found in master data,PRD-5141
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5229' not found in master data,PRD-5229
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5853' not found in master data,PRD-5853
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5371' not found in master data,PRD-5371
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5067' not found in master data,PRD-5067
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5872' not found in master data,PRD-5872
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5425' not found in master data,PRD-5425
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5670' not found in master data,PRD-5670
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5235' not found in master data,PRD-5235
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5385' not found in master data,PRD-5385
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5563' not found in master data,PRD-5563
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5451' not found in master data,PRD-5451
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5306' not found in master data,PRD-5306
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5926' not found in master data,PRD-5926
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5864' not found in master data,PRD-5864
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5901' not found in master data,PRD-5901
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5091' not found in master data,PRD-5091
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5242' not found in master data,PRD-5242
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5541' not found in master data,PRD-5541
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5459' not found in master data,PRD-5459
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5755' not found in master data,PRD-5755
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5311' not found in master data,PRD-5311
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5652' not found in master data,PRD-5652
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5211' not found in master data,PRD-5211
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5996' not found in master data,PRD-5996
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5424' not found in master data,PRD-5424
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5405' not found in master data,PRD-5405
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5517' not found in master data,PRD-5517
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5308' not found in master data,PRD-5308
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5685' not found in master data,PRD-5685
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5605' not found in master data,PRD-5605
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5553' not found in master data,PRD-5553
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5537' not found in master data,PRD-5537
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5828' not found in master data,PRD-5828
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5644' not found in master data,PRD-5644
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5067' not found in master data,PRD-5067
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5261' not found in master data,PRD-5261
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5045' not found in master data,PRD-5045
